Geneid	hpa_256_tiss_ntpmtau	gtex_db_tissuegini	Total_utr_3_len	tss_dis	TF_motif_total_exons	rna_motif_total_gene_norm_len_cv	utr3_mirna_count	exon_cs_mean	tss_500bp_cs_median	V_codon_bias_sum	P_codon_bias_max	Y_codon_bias_max	A_codon_bias_median	cds_len	AT_cds_pct	AT_intron_pct	AT_tss_3kb_PTG_pct	GC_tss_4kb_PTG_pct
ENSG00000003147	0.7743	0.4312	737.0	293817.0	5099.0	1.398963688614605	3238.0	2.924616	0.145	31.0	7.0	3.0	4.0	1452.0	0.5426997245179064	0.5982678622453839	0.9194547974187458	1.0876660541085266
ENSG00000003249	0.6555	0.608	0.0	59031.0	3407.0	2.04241227074073	4246.0	-0.174841	-0.268									
ENSG00000003393	0.9208	0.4547	0.0	82464.0	11722.0	2.012622650586441	1345.0	3.539408472413793	-0.017							0.6270499845813126	0.9183657837225516	1.1032986413801824
ENSG00000003400	0.7776	0.4448	4577.0	66734.0	8823.0	1.9999462286553231	13724.0	0.4940056322222222	-0.049	14.0	6.0	3.0	2.0	822.0	0.5498783454987834	0.5832043461106559	0.9764584885444018	1.0789338287247487
ENSG00000003402	0.8519	0.3348	12715.0	44140.0	21353.0	2.015680962513092	24009.0	1.12373303	-0.013	31.0	7.0	9.0	3.0	1443.0	0.5287595287595288	0.555628158215717	0.8772121253110438	1.1150653917644164
ENSG00000003436	0.9734	0.5592	0.0	71608.0	19674.0	1.25971681360799	3235.0	0.7128419857142857	0.192							0.6622683698997099	0.8842345171502226	1.1803244297294462
ENSG00000003509	0.8352	0.2545	0.0	66.0	3522.0	2.206847650379738	1502.0	2.316660111111111	-0.104							0.6063068025337373	0.8963996805947949	1.1677391492250646
ENSG00000003756	0.27606294	0.165617187	0.0	148823.0	7888.0	3.3691872378904453	967.0	3.69614704	0.1935							0.5570778128717339	0.9718785847808108	1.0757203961347224
ENSG00000003987	0.6498	0.5366	3069.0	166394.0	9057.0	1.661012743049879	813.0	3.722058714285714	0.1	58.0	11.0	9.0	9.0	1983.0	0.5310136157337367	0.5970676907616108	0.938546219599417	1.069661802139571
ENSG00000003989	0.9611	0.5997	5428.0	83863.0	9549.0	1.729609048284768	8043.0	2.9437762	-0.1485	56.0	11.0	14.0	19.0	2094.0	0.5138490926456543	0.6004016980873693	0.8961798858351584	1.1452560486764822
ENSG00000004059	0.36212055	0.266744838	0.0	2789.0	4456.0	2.6277372955072344	1151.0	2.77197	0.13							0.4398433128147733	1.070185638763419	1.1063599954362051
ENSG00000004139	0.6318	0.2996	7764.0	1386.0	23566.0	2.323307143775573	2901.0	3.4817074444444445	-0.027	48.0	12.0	8.0	8.0	2175.0	0.3425287356321839	0.5185923275510667	0.8384795989747823	1.1413821996664235
ENSG00000004142	0.8104	0.1729	1485.0	21767.0	4090.0	2.267456194411284	2442.0	4.511155545454546	0.354	27.0	12.0	3.0	3.0	1107.0	0.4399277326106594	0.5134346504559271	1.00787313740458	1.001174877001087
ENSG00000004399	0.7257	0.4397	1099.0	63502.0	7224.0	1.1153817059513689	946.0	3.2991888888888887	0.417	223.0	40.0	5.0	43.0	5778.0	0.364312911041883	0.4242424242424242	0.8631036581662334	1.0557431493882694
ENSG00000004455	0.387281966	0.154879136	5196.0	72074.0	15095.0	2.1648838407973257	14496.0	3.3330448333333336	0.1735	15.0	7.0	1.0	2.0	720.0	0.4763888888888888	0.5580076762037683	0.957290227533399	1.0431203676639775
ENSG00000004468	0.9574	0.5765	4631.0	75232.0	6598.0	1.5005939455564523	2420.0	0.56844685	-0.141	26.0	6.0	3.0	2.0	903.0	0.5105204872646734	0.5901854658295447	0.9428074543380924	1.0920214309938765
ENSG00000004478	0.7675	0.2432	2166.0	741983.0	15699.0	1.0959539435863792	1835.0	3.2372635	-0.0005	21.0	9.0	8.0	8.0	1380.0	0.4695652173913043	0.4816738388484938	0.8562296303612901	1.1174805241525474
ENSG00000004487	0.327103763	0.267396841	326.0	3615.0	9041.0	1.9912914345203017	541.0	5.010611428571429	0.3785	61.0	24.0	16.0	22.0	2631.0	0.492208285822881	0.6145051278276658	0.8786525388628066	1.152686498180311
ENSG00000004534	0.4996	0.3002	1417.0	10613.0	5041.0	3.417347250789769	288.0	2.770496	0.2875	25.0	15.0	20.0	7.0	2094.0	0.5348615090735435	0.5660245210266297	0.8577319646552684	1.1437590935790556
ENSG00000004660	0.8102	0.502	0.0	48645.0	5702.0	1.212097582082197	3946.0	2.392776375	0.165							0.4040121680506454	0.941008238102384	1.0252564891536478
ENSG00000004700	0.8034	0.4069	1285.0	63981.0	5159.0	2.1096216982837688	762.0	3.0283736666666665	-0.008	31.0	7.0	10.0	3.0	1950.0	0.6117948717948718	0.6244436009799523	0.9278269828377568	1.108642476392537
ENSG00000004766	0.468	0.1952	2686.0	5870.0	6569.0	1.5181511965929018	2438.0	4.484135551724138	-0.025	59.0	13.0	30.0	11.0	2805.0	0.6160427807486631	0.6526908635794744	0.942657097482489	1.124990546716804
ENSG00000004776	0.9788	0.6312	957.0	8423.0	4214.0	2.050766952199016	924.0	1.481226333333333	0.279	13.0	1.0	0.0	1.0	483.0	0.2877846790890269	0.3426294820717131		
ENSG00000004777	0.5767	0.3953	394.0	17331.0	8140.0	1.3444835913460025	408.0	2.602670380952381	0.288	47.0	79.0	18.0	17.0	3372.0	0.3333333333333333	0.4076356034767301	1.1837510292471394	0.8607466667981946
ENSG00000004779	0.235113222	0.235199733	414.0	38565.0	993.0	2.647647639971209	153.0	2.71145	0.004	10.0	3.0	4.0	2.0	471.0	0.4883227176220807	0.5079787234042553	0.9726007221325842	1.014207656963684
ENSG00000004799	0.9649	0.578	2143.0	110574.0	9269.0	1.449803445272165	907.0	3.334575818181818	0.068	31.0	3.0	5.0	4.0	1236.0	0.563915857605178	0.6520123181480302	0.9029195104468444	1.131358403106135
ENSG00000004809	0.9901	0.9243	118.0	60629.0	2451.0	1.5918935080888477	807.0	1.78051332	-0.084	31.0	16.0	5.0	4.0	1632.0	0.5232843137254902	0.5917718957422697	0.8477004807457275	1.189891391073823
ENSG00000004838	0.9782	0.8968	299.0	4752.0	3883.0	2.7563281599580054	957.0	3.041220583333333	-0.033	38.0	10.0	2.0	7.0	1323.0	0.4119425547996976	0.4250087811731647	1.112384168136948	0.9448326891911089
ENSG00000004846	0.9943	0.7888	1385.0	284767.0	5977.0	1.8432899077175613	4061.0	2.1031110714285712	0.083	79.0	15.0	34.0	29.0	3774.0	0.5773714891361951	0.6248529325254427	1.0254163130389444	0.9805324859185982
ENSG00000004848	0.9589	0.92	977.0	290755.0	4268.0	1.249880827323821	438.0	2.7598100000000003	0.71	44.0	11.0	1.0	14.0	1689.0	0.2753108348134991	0.4813946049685467	0.97162226522834	1.0135287468181835
ENSG00000004864	0.9418	0.2928	971.0	549558.0	4183.0	1.674679498296468	978.0	4.061556166666667	0.0615	35.0	7.0	9.0	4.0	2031.0	0.5401280157557853	0.6032203688328679	0.8927368793696855	1.1377582649917737
ENSG00000004866	0.6572	0.299	928.0	90740.0	5906.0	1.682683286813114	3449.0	4.7454885	0.261	29.0	8.0	11.0	12.0	1758.0	0.5466439135381115	0.6105378770331961	0.863963981877226	1.2068408088082914
ENSG00000004897	0.248815596	0.097102981	3233.0	210042.0	6640.0	2.251702371177612	3821.0	4.988009473684211	0.48	46.0	7.0	10.0	2.0	2475.0	0.602020202020202	0.6121831424965406	0.9279088240276891	1.1156058350449876
ENSG00000004939	0.9983	0.9522	2069.0	46509.0	6934.0	2.6984731464291807	1453.0	2.1871172000000003	0.096	63.0	16.0	3.0	12.0	2736.0	0.4053362573099415	0.4434153596538669	1.001848474665145	0.9847337288212014
ENSG00000004948	0.9597	0.837	1818.0	342391.0	5893.0	1.4291749974179004	2041.0	2.4613306	0.2695	36.0	14.0	5.0	5.0	1473.0	0.5329260013577732	0.6496792222077984	0.8706109359033678	1.1631832108062643
ENSG00000004961	0.884	0.2171	1277.0	433592.0	4436.0	1.3020875435676826	1813.0	2.4176938	-0.058	13.0	13.0	7.0	5.0	807.0	0.5254027261462205	0.5695223975431537	0.917732049025669	1.092538898748759
ENSG00000004975	0.373958823	0.229752342	524.0	14674.0	3532.0	2.714457328030029	380.0	4.089590666666667	0.1425	57.0	26.0	2.0	12.0	2211.0	0.3889642695612845	0.4737352513334411	1.1093795237177446	0.9408110173249092
ENSG00000005001	0.9763	0.8628	364.0	15464.0	2223.0	1.779313319213288	289.0	0.3884131666666666	-0.2055	26.0	14.0	2.0	7.0	954.0	0.3522012578616352	0.4216362740266141	0.8896772694338116	0.8958656462545809
ENSG00000005007	0.7171	0.24	1715.0	40653.0	5947.0	1.9764776352775504	1917.0	4.706606708333333	0.233	72.0	27.0	29.0	13.0	3357.0	0.3943997616919868	0.4576265710316306	1.0717516519353705	0.9157685055616344
ENSG00000005020	0.7654	0.3974	2600.0	572729.0	5542.0	1.5764976007657177	1236.0	2.9434134615384617	0.236	19.0	6.0	7.0	1.0	1080.0	0.5962962962962963	0.6409460771153012	0.9344282786017312	1.080971195958444
ENSG00000005022	0.07486262	0.114553953	339.0	69064.0	1864.0	1.5721895776826416	150.0	3.648695	0.0605	22.0	4.0	11.0	9.0	897.0	0.4771460423634336	0.4380315917375456	0.7901579801114054	1.0570905622774842
ENSG00000005059	0.9056	0.4585	1128.0	126431.0	3281.0	1.965303160234531	367.0	1.7065407625	-0.096	21.0	7.0	7.0	3.0	1011.0	0.5509396636993076	0.5897943664649409	0.8405827670633874	1.16849702503238
ENSG00000005073	0.792	0.6855	1640.0	5219.0	4055.0	2.596222577953628	1648.0	2.979655	3.3215	36.0	5.0	0.0	9.0	942.0	0.3853503184713376	0.4449182658137882	0.8571052618391768	1.1972445273849464
ENSG00000005075	0.080495255	0.324867302	532.0	13885.0	1285.0	1.6701674261816757	2092.0	3.05930825	-0.159	16.0	1.0	1.0	1.0	354.0	0.4830508474576271	0.4512144915603129	1.1874219981997165	0.9026019574306612
ENSG00000005100	0.337	0.2607	3289.0	29827.0	14148.0	2.16693628850506	3609.0	3.686488083333333	0.198	56.0	13.0	4.0	10.0	2124.0	0.449623352165725	0.5493320314233723	0.9982194055370418	0.9766216280794966
ENSG00000005102	0.9746	0.6831	1522.0	115582.0	3587.0	3.133946529389625	4725.0	2.125337	1.2555	28.0	9.0	1.0	4.0	765.0	0.3790849673202614	0.4854188759278897	0.9584987614636944	1.0365966100114867
ENSG00000005108	0.785	0.4712	5430.0	858863.0	28891.0	1.2572507760918423	876.0	3.819172857142857	0.807	101.0	49.0	16.0	26.0	4974.0	0.4859268194611982	0.6465394001050581	0.93268210192291	1.0760806031119627
ENSG00000005156	0.8617	0.3133	5238.0	18972.0	16722.0	2.3047838099706857	2386.0	3.87555995	-0.0335	66.0	24.0	14.0	15.0	3030.0	0.4788778877887789	0.5295443645083933	1.003210895579671	0.9438195836212152
ENSG00000005175	0.764	0.2572	2257.0	626165.0	5210.0	1.815495758889313	3894.0	2.6941267647058824	-0.066	27.0	5.0	9.0	3.0	1998.0	0.6251251251251251	0.6333605321069159	0.8647425563474581	1.2159454268101877
ENSG00000005187	0.9833	0.7575	0.0	98163.0	7231.0	1.5724567934123723	132.0	-0.07934435	0.147							0.552479815455594	1.0137362535884509	0.981319407073336
ENSG00000005189	0.996	0.8279	186.0	6337.0	7698.0	2.2986847366567806	313.0	1.64605525	-0.131	41.0	18.0	9.0	13.0	2325.0	0.5324731182795699	0.6066060126582279	0.8670241219099952	1.126362578002611
ENSG00000005194	0.6833	0.2163	984.0	42619.0	2461.0	2.187947770910524	3934.0	2.400352	-0.0095	18.0	5.0	3.0	3.0	939.0	0.4909478168264111	0.5639771801140995	0.9332081366020646	1.0630900865777448
ENSG00000005206	0.7051	0.3083	1887.0	4151.0	5151.0	2.1589334424546225	1847.0	3.3318975333333336	0.02	53.0	21.0	17.0	7.0	1779.0	0.3530073074761102	0.3954931561110866	1.1114764352310604	0.945515257075568
ENSG00000005238	0.4033	0.231	1099.0	8443.0	8402.0	1.988630883401122	3877.0	2.790475	0.6515	33.0	24.0	2.0	10.0	1617.0	0.3778602350030921	0.4937537180249851	1.044350833838269	1.0240772414311985
ENSG00000005243	0.8153	0.4841	262.0	66694.0	1238.0	2.031368664005966	571.0	2.780036555555556	-0.004	17.0	7.0	0.0	2.0	633.0	0.4454976303317535	0.4799850704488196	0.9973990937393972	0.9686268325815304
ENSG00000005249	0.9408	0.5024	2230.0	179423.0	5739.0	1.8248138284862492	451.0	3.997845454545455	0.401	27.0	6.0	6.0	9.0	1257.0	0.5115354017501988	0.6143028443456947	0.8302865231451714	1.2390204102189477
ENSG00000005302	0.6682	0.3022	0.0	94561.0	8995.0	1.2806473776913383	3665.0	3.0968491	0.234							0.6144731273804486	0.9050129489482492	1.0841248037858513
ENSG00000005339	0.057076439	0.348891352	2665.0	202409.0	19083.0	2.298519703439798	1753.0	4.4246373225806455	0.3	190.0	52.0	13.0	38.0	7329.0	0.431163869559285	0.5579623110374818	0.8025560084363486	1.2074985381118153
ENSG00000005379	0.5199	0.4837	1251.0	47860.0	11045.0	1.3270146786930257	1092.0	2.3809132084375	0.563	100.0	56.0	6.0	26.0	5574.0	0.3640114818801578	0.4385161322796597	1.0181989310783706	1.0292574565822663
ENSG00000005381	0.9998	0.7438	802.0	42235.0	3238.0	1.2774583802032955	626.0	1.8867465833333328	0.0505	85.0	17.0	0.0	15.0	2238.0	0.3811438784629133	0.4626827717736809	0.9491696122001204	1.0170659560760238
ENSG00000005421	0.9993	0.945	1269.0	416939.0	2715.0	1.977985508073087	1276.0	2.033989355555556	-0.136	25.0	4.0	5.0	2.0	1068.0	0.5758426966292135	0.5977354480052322	0.927890305847371	1.0993055792327775
ENSG00000005436	0.3993	0.2651	1962.0	64133.0	10105.0	1.7104285535545034	1064.0	1.6309011470588235	-0.167	31.0	12.0	14.0	8.0	2346.0	0.5899403239556692	0.6352978742815436	0.8687902565489115	1.1822604505256165
ENSG00000005448	0.8731	0.4117	0.0	103.0	2892.0	2.018205738700692	279.0	2.1350488333333333	0.0945							0.4981640146878825	1.1261910753162496	1.032751
ENSG00000005469	0.8545	0.3663	1151.0	125076.0	3795.0	1.868136970376557	1782.0	2.709827838888889	-0.2805	38.0	15.0	17.0	7.0	1839.0	0.5905383360522023	0.627537996308369	0.963724327616874	1.0317185231809738
ENSG00000005471	0.9938	0.756	401.0	130017.0	5619.0	1.5134096991791093	305.0	2.684331067857143	0.0175	63.0	20.0	22.0	6.0	3840.0	0.5479166666666667	0.6202003099351432	0.9214817767298192	1.0998420940686462
ENSG00000005483	0.7385	0.2838	1687.0	685602.0	19270.0	2.208289961533407	655.0	4.330710370370371	0.76	88.0	92.0	29.0	14.0	5577.0	0.5644611798457952	0.6296905399159438	0.822389169089484	1.215019731818328
ENSG00000005486	0.341416946	0.222982893	578.0	65192.0	2773.0	3.515654815592633	1403.0	1.3198338	0.24	18.0	12.0	5.0	2.0	672.0	0.3675595238095238	0.5096894409937888	1.048843688321616	0.9474433105496356
ENSG00000005513	0.6522	0.73	0.0	108225.0	6636.0	1.390969017775663	1123.0	0.7451065	0.277							0.3608108108108108	0.7161861352310642	1.2640657471870502
ENSG00000005700	0.8568	0.2331	1439.0	495036.0	6486.0	2.0314422497264744	509.0	3.495129	0.065	43.0	14.0	15.0	10.5	4062.0	0.6070901033973413	0.6402716193981985	0.8634258563681084	1.2033363476348742
ENSG00000005801	0.314	0.2474	0.0	146764.0	11632.0	1.7221530648930474	5513.0	0.10783326	0.147							0.5852191091954023	0.874422232033449	1.2114362559968876
ENSG00000005810	0.322354863	0.34629652	2905.0	106.0	50358.0	1.5867073056256225	73.0	5.211981411764706	0.606	213.0	52.0	67.0	43.0	14259.0	0.5583841784136335	0.647644110369508	0.8199128315915051	1.2439811749434873
ENSG00000005812	0.39251642	0.226836132	1886.0	31201.0	12520.0	1.921961416593149	357.0	3.4524074	0.05	23.0	7.0	9.0	4.0	1287.0	0.5827505827505828	0.6164510166358595	0.891837485545907	1.191516779994269
ENSG00000005844	0.9716	0.8022	6616.0	33215.0	10915.0	3.476589884594832	2037.0	1.0786323653846153	0.118	13.0	8.0	3.0	2.0	928.0	0.5	0.5000273463137169	1.0648700302107286	0.9463869516019408
ENSG00000005882	0.8547	0.3252	2056.0	39283.0	6101.0	1.3280906164620665	6800.0	3.3639802727272725	0.17	25.0	16.0	16.0	4.0	1224.0	0.4191176470588235	0.441881232326239	1.0688023678222565	0.9415325108624676
ENSG00000005884	0.9105	0.499	0.0	60843.0	6760.0	1.5829341351464132	881.0	2.2326695	0.4245							0.4907029791940278	0.9132534700511504	1.0642542349250468
ENSG00000005889	0.7198	0.3266	4880.0	94773.0	8877.0	2.5171432301774628	9303.0	2.9191588200000003	0.826	66.0	16.0	11.0	12.0	2418.0	0.5607940446650124	0.5933463464312994	0.8318799994182663	1.173432993654682
ENSG00000005893	0.329705497	0.072850277	5176.0	107208.0	7837.0	1.726103042626147	4151.0	1.4975094444444443	0.305	26.0	4.0	4.0	7.0	1233.0	0.5733982157339822	0.6094663243568034	0.8897483705537395	1.1410598709911326
ENSG00000005961	0.8163	0.673	184.0	25796.0	4199.0	2.900967763804573	237.0	1.3579963666666666	0.2025	86.0	27.0	5.0	10.0	3120.0	0.3855769230769231	0.4667619728377412	1.1747636165434614	0.8804617924867346
ENSG00000005981	0.9577	0.873	2475.0	50613.0	4541.0	1.5556970853971068	1636.0	2.8668014	0.697	29.0	8.0	12.0	5.0	1281.0	0.5089773614363778	0.6192012988298652	1.0282219345133543	0.9541274832211624
ENSG00000006007	0.323185212	0.08378582	1778.0	111364.0	5079.0	1.912468683683917	1433.0	2.959858	0.306	25.0	8.0	4.0	4.0	996.0	0.5110441767068273	0.6102062975027145	0.8293167445193129	1.2042510526377952
ENSG00000006015	0.731	0.1873	0.0	18015.0	9359.0	3.417515781279012	808.0	0.0124981	-0.081								0.9266055630033366	1.0143914097605145
ENSG00000006016	0.7308	0.6985	323.0	16928.0	1790.0	1.9732944736232887	293.0	2.8775281111111117	0.007	49.0	12.0	2.0	12.0	1281.0	0.3348946135831381	0.4116103918084116	0.8341923931087589	1.0974757000684865
ENSG00000006025	0.7246	0.3616	0.0	83766.0	4921.0	1.4668998585185966	852.0	2.777872909090909	0.171							0.4397895557287607	0.987175923180694	1.0425774289233691
ENSG00000006042	0.7286	0.4297	3323.0	51028.0	4951.0	1.5857289435980657	7278.0	3.11412305875	0.0165	20.0	5.0	2.0	4.0	681.0	0.4449339207048458	0.5226454583507744	0.949165931513124	1.0155098255803208
ENSG00000006047	0.9951	0.9492	0.0	12872.0	6082.0	1.5783449291418206	415.0	1.8841105	0.329							0.4402480270574971	0.9480308253561754	0.985332605283712
ENSG00000006059	0.9997	0.9727	28.0	35118.0	1457.0	1.3396983319408762	8.0	2.0639004285714284	0.353	43.0	10.0	1.0	9.0	1215.0	0.3917695473251029	0.5620267909143856	1.0841732017415622	0.836236294117647
ENSG00000006062	0.8454	0.2978	1509.0	28882.0	8938.0	2.647776786320687	1279.0	2.6989998	0.1905	70.0	16.0	4.0	12.0	2844.0	0.4043600562587904	0.4871916100747872	0.9878800802447256	1.0060415538994427
ENSG00000006071	0.8583	0.8071	4446.0	88180.0	8372.0	1.569200180957541	1375.0	4.283264447368421	0.2225	59.0	15.0	3.0	8.0	2082.0	0.4385206532180595	0.5055834151889572	0.9368853916698716	1.0506025484451298
ENSG00000006116	0.7802	0.8914	550.0	420352.0	2380.0	1.7982106969615594	833.0	3.4349625	1.377	17.0	8.0	7.0	4.0	948.0	0.479957805907173	0.5575503307379921	0.982587975143789	0.9918080555973882
ENSG00000006118	0.4634	0.5794	0.0	12910.0	5501.0	1.3247643470861863	260.0	0.9552684	0.0555							0.466797422247128	0.9519367030697606	1.0198975892822153
ENSG00000006125	0.4656	0.2098	2711.0	8702.0	13151.0	2.170631812348233	6005.0	5.019079095238095	0.124	79.0	22.0	17.0	18.0	2814.0	0.5390902629708599	0.6055053434656834	0.9558814039547274	1.0718323021410137
